Valor,Saldo_Anterior,Mudanca_Dispositivo,Horario,Novo_Destino,Fraude
376.35,18686.06,1,3,1,1
6171.13,8029.86,0,14,0,0
9062.37,12800.36,1,4,0,1
9566.58,19381.32,1,6,0,1
139.89,5195.16,1,23,0,1
2065.19,6653.71,0,11,0,0
940.1,11605.76,0,4,1,1
9277.84,26525.23,0,12,0,0
8638.33,9749.9,0,8,0,0
8374.44,24734.34,0,18,0,0
2024.26,4220.64,1,3,1,1
5071.81,19861.36,0,19,0,0
9097.17,18036.42,1,23,0,1
7757.44,14650.0,0,15,0,0
3984.58,21630.22,1,1,1,1
3538.98,18666.14,1,1,1,1
1094.19,8621.96,0,14,0,0
632.11,15063.24,1,23,1,1
9181.58,17683.21,1,1,0,1
7461.76,15730.65,1,17,1,0
3199.94,7885.23,0,4,1,1
651.45,9307.61,1,22,1,1
1019.45,17236.95,0,4,0,1
4871.82,18141.2,0,5,1,1
8634.82,28111.71,0,15,1,0
1003.42,1879.11,1,1,1,1
9407.05,12922.35,0,19,0,0
4550.87,18677.8,0,23,1,1
6596.95,17689.04,1,1,1,1
1020.22,11955.71,1,22,1,1
6803.77,20127.59,0,13,0,0
9611.43,26913.54,0,20,0,0
3495.19,8164.19,1,5,1,1
8815.93,9731.75,0,15,1,0
7245.17,16801.43,0,13,0,0
3975.35,20403.29,1,17,0,0
5993.8,13890.84,1,3,1,1
9888.49,10627.89,1,18,0,0
1215.15,6463.51,1,5,1,1
5600.89,5916.03,1,0,1,1
5207.87,13220.36,1,22,1,1
3760.2,12621.97,0,8,0,0
2593.62,7084.58,1,2,1,1
5927.58,22617.1,1,5,1,1
1355.4,17807.43,0,10,0,0
4527.47,17982.22,1,23,0,1
6655.32,11637.83,0,6,1,1
6887.99,21113.03,0,11,0,0
8377.99,12471.21,0,19,0,0
9835.38,17431.24,0,0,0,1
2601.64,7507.42,0,5,1,1
6571.23,9272.5,1,2,1,1
8501.25,17725.77,0,23,0,1
4025.29,13833.19,0,6,1,1
7561.17,19277.6,0,16,0,0
2816.96,7649.59,0,11,0,0
1127.34,20031.02,0,9,0,0
1416.59,11412.01,1,9,0,0
4927.64,11194.69,0,11,0,0
3382.78,6805.15,0,23,1,1
3808.15,6878.21,1,3,1,1
2544.41,5420.47,0,16,0,0
1929.16,14268.6,0,9,0,0
6269.98,7253.59,0,12,0,0
7444.22,22837.37,1,11,1,0
3977.86,10551.14,1,4,0,1
1348.81,13461.19,0,4,0,1
5808.87,14870.84,1,6,1,1
7431.1,10083.91,0,13,0,0
1250.63,6040.83,0,8,0,0
7090.36,22708.8,1,3,0,1
5202.54,13828.85,1,6,1,1
9869.0,28460.64,1,23,0,1
4476.08,22086.38,1,3,1,1
9204.56,22326.11,0,10,0,0
4477.55,15835.87,1,22,1,1
1528.41,10502.3,1,16,0,0
1644.6,15798.9,1,23,0,1
5160.8,8866.35,1,1,1,1
4554.55,7553.03,0,13,0,0
3971.46,10298.32,0,0,1,1
2704.8,2931.74,0,5,1,1
2573.17,17060.87,0,16,0,0
3804.06,14449.88,0,6,0,1
9836.77,19706.31,0,11,0,0
9804.11,22264.69,0,9,0,0
2146.82,9919.23,0,17,0,0
9149.5,13146.58,1,6,1,1
3965.75,9422.07,1,23,1,1
1362.19,17307.44,1,2,1,1
7985.82,24483.37,0,2,1,1
7849.5,19259.61,0,14,0,0
7277.08,20451.4,0,11,1,0
4929.18,18332.04,0,13,0,0
9826.1,27898.13,0,20,0,0
5079.6,8377.12,1,5,1,1
9579.11,19122.58,0,9,0,0
2034.16,13473.75,0,12,0,0
6814.37,22711.35,0,1,1,1
5988.63,15256.54,0,17,0,0
8215.08,24164.15,0,11,0,0
4642.35,7363.48,0,4,1,1
3915.15,8658.47,1,23,1,1
5931.08,25058.78,0,10,0,0
5574.11,18021.42,0,9,0,0
6038.84,24495.28,1,5,1,1
9758.76,29307.19,1,1,0,1
9539.41,22149.34,0,18,0,0
9841.56,27279.51,1,14,1,0
4921.24,12831.16,1,23,1,1
1533.87,21477.8,0,4,1,1
2863.02,15315.17,0,14,0,0
3567.41,12501.41,1,0,1,1
3560.29,7041.04,1,0,1,1
3104.7,14964.71,0,15,0,0
8926.31,24042.24,1,0,0,1
2737.5,20918.51,0,9,0,0
1876.48,2043.6,0,8,0,0
3683.92,17755.86,1,23,0,1
2864.26,17432.69,1,4,1,1
6055.37,22080.03,0,15,0,0
5306.89,24717.53,0,18,0,0
9693.25,18325.6,0,19,0,0
6010.5,22578.22,1,4,1,1
1082.47,11597.58,0,15,0,0
6366.55,17886.48,1,23,0,1
3157.57,9630.58,0,10,0,0
8243.79,10581.35,0,13,0,0
175.71,8138.82,1,1,0,1
594.92,18093.64,0,6,1,1
7050.82,17211.09,0,19,0,0
2484.63,3927.9,0,14,0,0
5870.03,13848.95,0,11,0,0
2969.74,6823.51,0,11,0,0
6924.69,18628.98,1,6,1,1
9138.22,9900.85,0,15,0,0
3232.56,14740.96,0,9,0,0
2126.47,21784.96,0,12,0,0
9638.11,29602.25,0,18,0,0
3628.73,6887.59,1,3,0,1
1989.0,7438.07,1,23,1,1
9122.88,12424.46,1,18,1,0
2122.89,5783.57,0,17,0,0
822.67,1766.87,1,1,1,1
2168.22,13041.57,0,4,1,1
3030.24,3899.64,0,20,1,0
7053.75,8828.74,1,15,0,0
6024.52,15688.03,0,12,0,0
9683.91,28297.02,0,17,0,0
8226.58,14599.84,1,0,1,1
2775.37,10375.02,1,23,0,1
2758.99,21482.92,0,8,0,0
6170.34,23873.62,1,6,0,1
5307.72,24323.32,1,2,1,1
9116.68,21448.06,1,17,0,0
4315.54,8000.7,1,4,0,1
3941.84,16892.56,0,18,0,0
8554.53,16087.62,0,11,0,0
6678.9,26221.34,1,4,1,1
5642.15,22297.2,0,12,0,0
7831.75,22074.44,1,9,0,0
5921.05,23085.91,0,2,1,1
2639.29,17514.15,0,11,1,0
3189.79,16263.68,0,17,0,0
2113.92,20443.29,0,10,0,0
5986.27,22655.24,1,6,1,1
5131.76,16760.12,1,6,1,1
8671.64,17083.21,0,4,0,1
1296.14,19071.21,0,9,0,0
2827.78,3045.13,0,8,0,0
4337.44,18898.77,0,20,0,0
2792.04,22123.2,0,9,0,0
8270.97,12448.74,0,8,0,0
4940.53,5303.78,1,22,1,1
1827.46,7290.75,1,23,0,1
6099.55,25239.87,1,5,1,1
4260.75,8997.46,0,19,0,0
3349.04,19978.43,1,3,1,1
2683.04,8966.05,0,13,0,0
4737.37,19785.8,1,0,1,1
7845.01,11785.95,0,8,0,0
7865.59,17580.89,0,0,1,1
532.06,12511.27,1,2,1,1
4989.44,14130.91,1,1,1,1
6674.19,7991.67,0,11,1,0
133.76,18259.08,0,19,0,0
9729.29,13324.6,0,8,0,0
9756.48,17426.02,0,20,0,0
429.83,12377.62,1,22,1,1
4292.19,20390.98,1,15,1,0
810.12,19972.58,1,11,0,0
114.97,12616.12,0,8,0,0
2365.17,7066.79,0,12,0,0
9118.85,15805.33,0,19,0,0
2512.63,15967.32,0,15,1,0
2403.22,9840.49,1,23,1,1
6591.25,19081.6,1,22,0,1
378.5,7643.5,0,22,1,1
8174.05,10748.98,1,2,1,1
8090.14,24041.56,0,9,0,0
6819.94,20719.83,0,20,0,0
3099.84,17893.1,0,15,0,0
8026.16,9693.5,0,16,0,0
5872.54,20011.21,1,22,1,1
7542.08,15979.58,0,22,1,1
344.99,16220.88,1,4,1,1
9143.85,21121.2,1,6,0,1
5256.38,16854.74,1,3,1,1
3958.3,19689.58,0,10,1,0
438.93,10621.81,0,12,0,0
9001.3,14418.27,1,17,0,0
3039.72,21008.63,1,23,0,1
7711.28,13537.44,0,8,0,0
5452.57,6969.45,0,8,0,0
2509.93,9714.81,1,4,1,1
6869.03,10068.92,1,23,1,1
6794.23,20156.84,0,0,1,1
6952.87,17932.11,1,3,0,1
1721.19,7395.43,0,13,0,0
5235.42,6484.29,0,6,0,1
5606.08,17190.71,1,5,1,1
3862.35,8454.39,0,12,1,0
3767.74,11448.56,0,16,1,0
3635.76,6188.51,1,8,0,0
8558.82,10899.37,1,0,1,1
1715.79,16109.77,0,8,0,0
5725.03,23523.82,0,12,0,0
8354.67,14331.17,1,5,0,1
9054.45,24254.1,1,0,0,1
9936.96,25368.56,0,18,0,0
6495.61,13467.91,1,0,1,1
5093.32,13398.44,0,14,0,0
9310.18,26691.53,0,22,1,1
4195.07,19219.63,1,1,1,1
3762.07,23387.8,1,22,1,1
773.16,7333.64,0,20,0,0
8774.62,16418.59,0,1,1,1
5316.16,12309.22,1,11,0,0
243.29,15028.05,1,2,0,1
1283.61,15780.14,1,1,0,1
1561.58,5517.58,0,11,0,0
7067.69,18470.38,0,3,1,1
7942.31,10884.87,0,3,0,1
3117.34,20950.56,0,15,0,0
2040.2,13554.11,0,5,1,1
3639.84,6294.45,1,15,0,0
7377.71,26175.12,1,5,1,1
1080.65,5166.26,1,4,1,1
5375.69,10418.52,1,3,0,1
3540.68,9492.62,1,1,1,1
7888.26,16140.75,1,22,1,1
4238.65,7204.66,0,20,0,0
4047.88,15798.37,0,9,0,0
6262.34,13498.05,0,4,1,1
5259.15,8965.26,0,17,0,0
4147.16,10841.07,0,6,1,1
4465.6,19240.38,1,23,1,1
5214.37,7193.31,0,5,1,1
2994.27,16411.73,1,1,1,1
8622.65,13064.98,0,23,1,1
9005.18,9302.66,1,5,0,1
5787.29,15536.23,0,15,0,0
11.19,7952.97,0,16,0,0
1756.64,16850.74,0,22,1,1
4326.45,5388.87,1,3,1,1
8266.31,16655.97,0,2,1,1
9664.51,10784.65,1,6,0,1
5907.05,14189.76,0,2,1,1
8602.62,26660.64,0,6,1,1
206.7,13193.04,1,20,0,0
3276.05,10980.63,1,23,0,1
6438.28,25221.59,0,17,0,0
9001.19,23331.68,0,5,1,1
2013.24,5787.43,1,22,0,1
6922.03,17329.44,1,22,1,1
1620.6,1796.62,1,4,0,1
3273.83,16736.61,0,8,0,0
2288.52,17900.9,0,5,1,1
3887.82,21236.55,1,2,0,1
371.17,1162.16,0,11,0,0
2737.98,6983.46,1,22,0,1
7148.81,11799.48,0,3,1,1
2480.97,21841.93,0,14,0,0
8179.68,12305.33,0,23,1,1
3412.64,3632.98,1,4,1,1
5117.64,6579.61,1,6,1,1
3427.4,16033.09,1,22,1,1
9947.52,29747.44,0,19,0,0
3873.83,3982.25,0,12,0,0
8100.62,20225.02,0,11,0,0
9862.25,27303.39,0,0,0,1
6652.47,19922.98,1,3,0,1
7800.66,11353.23,0,6,1,1
6004.21,9375.88,1,1,0,1
5252.32,14841.51,0,3,1,1
1144.89,12456.13,0,11,0,0
318.66,12705.95,1,15,0,0
6564.89,17696.69,0,9,0,0
9699.44,23439.77,1,2,0,1
7523.07,7963.23,1,9,0,0
3258.58,15791.78,1,23,1,1
1954.39,19647.7,0,12,1,0
844.17,19509.37,1,22,1,1
9244.72,14689.11,1,4,1,1
6499.83,23456.34,1,6,1,1
3578.0,21069.08,0,12,1,0
9661.31,26171.16,0,18,0,0
3660.12,9117.86,0,14,0,0
9979.36,12946.53,0,1,0,1
8421.16,17955.04,0,14,0,0
6689.75,11763.89,1,0,1,1
4195.29,9747.65,1,1,0,1
5499.73,6794.16,0,15,0,0
1062.07,15126.62,0,10,0,0
8839.03,9832.31,0,19,0,0
7142.28,17337.27,0,13,0,0
9812.05,10899.38,1,23,0,1
3382.2,22945.08,0,8,0,0
947.63,7838.39,1,1,1,1
1436.67,21098.67,0,8,0,0
3030.31,21856.06,1,5,1,1
86.56,6562.55,1,6,1,1
6080.7,23696.99,0,8,0,0
9866.76,21242.2,1,0,1,1
842.94,6201.71,0,8,0,0
7289.14,19839.41,0,11,0,0
8823.87,10774.13,1,19,0,0
2073.83,18677.45,0,16,0,0
8868.86,23206.85,0,11,0,0
9835.37,22258.65,0,9,0,0
4305.01,9130.93,0,2,1,1
376.47,19411.14,1,2,0,1
4281.79,16978.26,0,18,0,0
2192.05,9253.85,0,8,0,0
6884.79,22895.09,0,9,0,0
3718.21,19223.93,0,11,0,0
8968.92,12820.88,1,22,0,1
7999.41,26427.99,0,16,0,0
3196.57,12775.65,1,4,1,1
1888.37,3524.4,1,22,1,1
8450.3,18451.34,1,1,1,1
9917.23,24799.04,1,9,0,0
6498.77,8562.33,0,15,0,0
9770.62,12148.46,0,11,0,0
5598.36,5723.37,0,12,1,0
666.43,13890.69,1,4,1,1
857.07,6853.95,1,1,1,1
7582.17,18402.3,0,10,0,0
6319.22,22202.12,0,14,0,0
7854.57,25012.8,0,14,0,0
9942.59,21996.08,0,12,0,0
1191.2,9567.42,1,17,0,0
4066.28,5315.83,0,12,0,0
6732.94,12800.9,1,4,1,1
3954.72,20836.44,0,12,0,0
7912.39,27819.83,1,8,0,0
6350.37,13049.55,0,6,1,1
1181.54,13724.69,0,8,0,0
6162.47,9345.48,0,5,0,1
3279.33,14230.86,0,16,0,0
9007.16,18807.81,0,19,0,0
8000.55,8875.42,1,6,1,1
9254.61,28548.46,0,20,0,0
98.14,321.18,0,10,0,0
5063.47,6181.36,0,0,1,1
8176.32,10199.55,1,6,1,1
5705.57,24944.3,0,13,0,0
7209.5,10121.67,0,9,0,0
7025.11,9232.65,0,9,0,0
2105.49,2888.92,0,16,0,0
5788.09,15148.29,1,5,0,1
281.75,13326.37,1,18,1,0
821.99,8894.15,0,14,0,0
1496.47,18294.55,1,4,0,1
8737.05,12802.53,0,3,1,1
747.23,17543.28,0,5,1,1
164.41,12650.44,0,6,1,1
5437.35,7758.13,0,11,0,0
793.78,13642.02,0,6,0,1
5447.07,14449.7,0,17,0,0
4797.03,20925.13,1,2,0,1
9756.35,23239.24,1,23,1,1
4431.62,15806.99,0,19,0,0
8992.23,17058.7,0,13,0,0
3227.57,21650.83,1,0,1,1
3738.79,8040.2,1,2,1,1
6728.46,15238.78,0,5,1,1
6713.11,20160.73,0,17,0,0
3401.11,4503.07,1,23,1,1
5861.9,6736.61,0,6,1,1
4146.95,13900.64,1,14,0,0
2469.91,16445.67,0,9,1,0
2755.31,7890.53,1,4,1,1
3753.3,7636.81,0,18,0,0
6460.65,14216.41,0,11,0,0
1129.27,14447.24,1,23,1,1
4410.01,20309.32,1,5,0,1
7994.91,9406.06,1,17,0,0
3129.22,15559.0,0,14,0,0
2588.75,7075.63,1,2,0,1
8100.65,23092.93,1,2,1,1
5436.68,19578.19,0,15,0,0
7909.32,24108.89,0,23,0,1
5020.63,21876.59,0,16,0,0
7748.59,17426.02,1,5,0,1
2272.69,6337.07,0,2,1,1
6638.38,12023.48,1,4,1,1
6195.28,16707.59,0,20,0,0
3987.71,15703.61,1,0,0,1
7286.33,25308.11,0,11,0,0
7879.14,8564.72,0,8,0,0
2093.02,6974.97,1,4,1,1
4221.98,7513.41,0,10,0,0
3116.99,20381.13,0,12,0,0
5211.83,24348.85,0,11,0,0
948.88,16832.42,1,3,0,1
7506.03,14291.62,0,16,0,0
5701.5,10341.14,0,13,0,0
4420.89,20574.09,1,0,0,1
5465.0,23229.4,0,19,0,0
9297.68,14309.47,1,4,0,1
4439.37,9486.61,0,6,0,1
1315.8,1832.39,1,4,1,1
3435.77,8177.76,0,16,0,0
8619.24,12518.68,1,1,1,1
4966.01,7574.46,0,8,0,0
7742.47,14016.2,0,17,0,0
8495.55,9699.32,0,10,0,0
7178.8,8174.24,1,4,1,1
4479.65,16853.64,1,2,1,1
6517.69,10829.24,1,3,1,1
8038.68,15307.33,1,23,0,1
1586.43,3066.53,0,9,0,0
9628.48,24695.56,1,22,1,1
6855.05,23202.37,0,10,0,0
1046.46,20045.37,0,18,0,0
6912.64,14569.56,0,19,0,0
7266.31,25673.64,1,20,0,0
7564.57,19553.41,0,3,1,1
5121.66,23782.6,1,1,0,1
7250.42,14421.28,0,23,0,1
1289.68,13318.96,0,4,1,1
6628.6,16432.39,1,23,1,1
810.35,14681.37,1,0,1,1
8621.52,21306.21,1,3,0,1
4881.79,9653.4,0,6,1,1
3391.97,7800.16,1,12,0,0
6315.07,16048.2,0,6,1,1
2380.12,8446.15,1,5,1,1
2878.51,11485.09,1,1,1,1
7984.97,8958.58,0,22,1,1
9249.58,19267.17,0,10,1,0
1762.36,15268.96,0,19,0,0
7612.3,12604.66,1,4,1,1
7737.0,26073.77,1,1,1,1
3397.38,22982.99,1,16,0,0
4109.86,5612.65,0,23,1,1
9789.63,29480.4,0,19,0,0
4687.49,9894.36,0,15,0,0
7915.06,22191.08,0,13,0,0
4630.72,18120.87,1,23,1,1
5077.66,14268.69,0,11,0,0
7043.76,13059.85,1,2,1,1
3119.96,16578.25,1,1,1,1
4345.85,18990.17,1,1,1,1
7886.59,18817.31,0,4,1,1
734.84,12389.69,0,11,0,0
4648.06,8218.39,0,13,0,0
412.07,14113.65,0,11,0,0
1790.56,10055.49,0,12,0,0
418.28,9146.58,1,23,0,1
4442.35,6422.23,0,11,0,0
7367.08,14442.44,1,22,0,1
8699.29,27957.75,0,20,0,0
7858.66,18875.57,1,0,1,1
2537.08,5358.9,1,14,0,0
1255.38,15459.82,1,23,1,1
3119.06,9341.87,1,6,1,1
9219.52,28326.31,0,6,1,1
347.87,2570.85,0,16,0,0
9274.05,24323.81,0,15,0,0
8852.2,25197.25,0,11,0,0
7910.3,25029.38,0,8,0,0
5396.6,16254.88,0,11,0,0
7813.36,19295.07,0,18,0,0
9219.32,26945.16,0,14,0,0
4930.25,24090.27,1,2,1,1
2923.71,5343.71,0,5,1,1
2279.52,10494.3,0,2,0,1
7757.52,23702.72,1,0,0,1
1761.96,15344.84,1,1,0,1
9791.55,11881.8,1,19,0,0
529.19,16922.12,1,5,0,1
6954.49,9660.87,1,22,0,1
3975.26,8347.71,1,2,1,1
4100.02,11372.51,1,6,1,1
6881.98,25471.96,1,6,0,1
5708.06,20841.75,0,15,0,0
7577.19,11189.56,0,12,0,0
9712.03,12839.15,0,16,0,0
1005.61,13884.07,0,15,0,0
1643.6,11741.9,1,5,0,1
5572.67,21405.73,0,20,0,0
3171.91,15312.03,0,10,0,0
9656.66,24440.26,1,22,1,1
2112.72,18857.0,0,20,0,0
1717.34,9154.95,0,20,0,0
6798.28,24068.0,0,8,1,0
2957.46,4431.3,1,4,1,1
4549.23,6940.64,1,0,1,1
7064.16,12370.4,1,11,0,0
5454.82,15970.51,1,23,0,1
4345.23,21103.51,0,20,0,0
6815.74,13878.21,0,8,0,0
8156.46,17737.56,1,4,1,1
3241.04,14950.5,0,14,1,0
2761.06,15652.68,1,0,1,1
7779.8,23505.6,0,11,0,0
123.42,14730.14,1,23,1,1
1087.84,3851.02,0,23,1,1
3779.07,5241.4,1,23,1,1
5568.63,10656.45,0,11,0,0
8203.34,10254.01,0,16,0,0
7243.73,17658.51,1,9,0,0
4132.09,7756.03,1,23,1,1
1630.71,4117.77,1,3,1,1
478.51,13606.56,0,10,0,0
6271.5,12384.99,0,10,1,0
5996.92,10218.48,0,16,0,0
5539.08,11161.9,0,12,0,0
2584.25,13262.54,0,22,1,1
6681.27,15783.06,0,17,0,0
5433.59,22214.85,0,11,0,0
193.72,4848.34,1,5,1,1
8460.21,21441.89,0,8,0,0
8248.56,13087.68,1,3,1,1
4478.44,19162.05,0,10,0,0
1661.59,19348.38,0,10,1,0
6422.31,21873.96,0,16,0,0
8906.37,16338.5,1,4,1,1
6113.7,22499.47,1,23,1,1
3026.8,5373.72,0,15,0,0
238.79,1700.87,0,10,0,0
9065.66,26489.15,1,22,0,1
6805.48,24975.05,1,4,1,1
8196.98,12902.09,0,20,0,0
8608.28,18638.13,0,20,1,0
3752.98,8817.06,0,12,1,0
2134.32,7185.28,1,1,1,1
5982.87,24847.68,0,18,0,0
107.98,18934.42,0,19,0,0
5874.39,21276.85,0,8,1,0
1176.36,14113.96,0,8,0,0
5588.46,19562.93,1,5,1,1
3310.15,5997.29,0,8,0,0
8445.13,26122.27,0,3,0,1
2583.5,18532.67,1,0,0,1
6743.49,25255.91,1,20,0,0
6251.71,8692.87,0,19,0,0
4734.41,11504.55,0,18,0,0
6455.28,24270.56,1,23,1,1
1208.2,5910.36,0,10,0,0
1826.45,20233.15,0,18,0,0
2844.92,21576.9,1,23,1,1
3867.17,15510.94,1,22,1,1
3739.36,8191.8,0,4,1,1
3584.4,8705.46,1,0,1,1
2687.44,5021.8,0,12,0,0
3444.69,11804.1,0,20,0,0
7333.38,24192.47,0,23,1,1
3375.59,5160.89,1,4,1,1
1972.35,11130.5,0,15,0,0
2600.37,11026.32,0,6,0,1
4283.45,11775.65,1,23,1,1
5754.86,24746.65,0,20,0,0
5778.32,21762.54,0,8,1,0
6423.9,16897.69,0,1,1,1
527.32,12441.87,0,19,0,0
2877.51,11913.38,0,23,0,1
7613.6,18977.37,0,23,1,1
4245.13,13620.81,0,15,1,0
9768.24,14842.7,1,22,0,1
8585.54,19413.52,0,1,0,1
4040.79,23414.68,1,3,1,1
2863.63,10152.74,0,13,0,0
2715.61,17110.4,1,0,1,1
3702.36,14693.49,0,9,0,0
2841.84,7561.6,0,9,0,0
8507.31,20485.83,1,0,0,1
9586.5,25381.82,0,9,0,0
2825.73,6629.83,0,2,1,1
1842.33,15648.06,0,12,0,0
523.74,11288.85,1,5,0,1
4620.96,15822.65,0,6,1,1
8120.46,14717.89,0,20,0,0
2147.86,16551.57,0,11,0,0
7297.79,18619.26,1,0,0,1
3113.58,21507.2,0,8,1,0
6935.81,7320.2,0,17,0,0
7552.87,12040.57,1,3,1,1
2967.99,16865.91,0,11,0,0
2939.73,16420.52,0,16,0,0
6885.86,24586.99,1,1,0,1
7731.84,23445.84,0,17,0,0
1227.64,20997.22,1,4,0,1
3286.22,15690.17,0,14,0,0
1402.99,3933.03,0,20,0,0
4978.84,9711.01,0,14,0,0
8097.72,10183.09,0,12,0,0
9039.98,16975.02,0,14,0,0
2379.9,12482.26,0,22,1,1
1952.72,6861.04,0,15,0,0
702.92,7828.62,1,0,0,1
8384.9,9610.95,1,0,1,1
6620.59,21373.06,0,15,0,0
8717.09,27658.4,0,10,0,0
9779.98,20799.13,0,13,0,0
6661.16,17057.06,0,9,0,0
87.99,6185.82,0,16,0,0
1703.23,20061.2,0,3,1,1
5376.68,22856.65,0,17,0,0
7612.67,23661.44,1,23,1,1
2082.52,11633.59,0,8,0,0
9456.08,25294.77,0,11,0,0
1954.28,17308.17,0,2,1,1
3996.04,4201.78,1,0,1,1
6858.8,12364.3,0,3,0,1
5521.53,25170.5,0,10,0,0
2941.95,6825.51,1,2,1,1
975.8,6962.7,1,1,1,1
7862.14,18376.78,0,19,0,0
2879.52,20137.36,1,4,1,1
2059.35,5898.97,0,2,0,1
3505.03,12773.92,0,14,0,0
5674.49,25153.12,1,4,1,1
4658.13,12775.75,0,14,1,0
6377.92,25584.62,1,0,1,1
2604.94,15188.79,1,2,1,1
2783.35,8275.2,0,20,0,0
8634.7,11945.91,0,22,1,1
5888.98,24043.07,0,15,0,0
9173.96,26447.6,1,22,0,1
2828.6,11159.58,1,20,0,0
3236.34,6553.6,1,1,1,1
6174.49,25287.91,1,6,1,1
2288.61,3174.01,0,16,0,0
1137.9,3557.21,0,18,0,0
9219.85,17629.35,1,14,1,0
8374.53,25088.36,0,8,1,0
1819.68,21367.55,1,1,1,1
4356.56,11028.88,0,13,0,0
7741.06,17457.38,1,2,1,1
4149.55,11189.02,0,20,0,0
9864.4,18997.81,0,16,1,0
4224.84,21931.5,0,18,0,0
62.24,10481.62,0,1,0,1
6009.94,16347.72,0,22,1,1
6884.22,7309.52,0,9,0,0
5816.57,23355.33,1,3,1,1
4066.7,12903.0,0,8,0,0
5828.4,14681.53,1,3,1,1
4326.71,12867.31,0,9,0,0
6020.1,19832.94,1,4,1,1
7526.22,13654.55,0,6,1,1
5283.16,25219.78,0,15,0,0
5743.4,8086.36,0,12,0,0
341.7,2804.01,0,4,1,1
1096.0,1386.76,0,17,0,0
8107.43,16257.52,1,5,0,1
9748.18,18984.75,0,2,1,1
6679.16,25102.43,0,8,0,0
7086.55,22498.58,1,6,1,1
7284.88,20466.21,0,23,1,1
5847.67,9188.83,0,9,0,0
9863.77,28303.64,0,18,0,0
4513.89,11968.42,0,6,1,1
192.04,19126.52,1,5,1,1
1192.18,9306.7,0,4,1,1
6354.59,22126.82,1,3,1,1
9551.05,12832.66,0,23,0,1
9283.9,24932.2,1,23,0,1
3424.76,23377.56,0,2,1,1
4768.5,24670.89,0,17,0,0
5099.13,12459.1,0,4,1,1
2140.01,17474.08,0,20,0,0
9948.71,26368.05,0,0,1,1
9368.93,24973.07,0,6,1,1
4116.85,12323.42,0,2,1,1
6137.98,15272.38,1,0,1,1
2658.26,7714.89,0,13,0,0
732.02,9158.86,1,15,0,0
5394.23,23559.97,0,20,0,0
6499.97,10092.25,1,4,1,1
6967.46,16110.09,1,18,0,0
2026.52,5528.15,1,0,1,1
7082.56,24611.37,0,10,0,0
531.91,1329.83,0,13,0,0
341.56,19188.52,0,1,1,1
6953.4,16966.19,1,4,1,1
2004.74,6297.77,1,0,1,1
3315.36,21651.03,0,18,0,0
9602.46,15444.93,0,10,0,0
6537.8,18204.91,0,11,0,0
9246.46,17333.67,0,16,0,0
2034.86,3443.64,0,9,0,0
7261.68,11135.67,0,9,0,0
1826.98,9867.78,1,4,0,1
4117.5,11454.32,0,14,0,0
572.47,6126.49,1,6,1,1
1401.06,13952.13,1,0,1,1
3126.66,16164.48,0,13,0,0
9515.26,28659.09,0,16,0,0
7086.82,13975.15,0,13,0,0
8218.15,23083.51,0,3,1,1
6297.69,15107.15,0,6,0,1
4287.56,15895.7,1,1,1,1
4500.72,4629.24,0,20,0,0
1372.29,16409.18,0,20,0,0
2558.6,14960.79,0,8,1,0
4917.48,21867.93,0,9,0,0
8007.86,8753.48,1,1,1,1
6906.87,15099.81,0,11,0,0
9636.56,25877.92,1,23,1,1
1553.05,4581.6,1,23,0,1
165.95,18704.87,0,13,0,0
1109.42,19317.29,1,0,1,1
2982.51,5974.51,1,6,0,1
7344.16,26927.95,0,17,0,0
4509.21,4631.34,1,2,1,1
1113.73,1900.16,0,11,0,0
3995.39,7668.22,0,15,0,0
9658.56,26672.75,1,5,0,1
2608.98,11259.48,0,3,1,1
7077.55,10889.33,0,18,0,0
9448.21,15046.96,1,5,1,1
1852.92,4599.81,1,0,1,1
8645.49,16968.62,0,20,0,0
8648.49,16606.14,0,20,1,0
4976.78,5548.56,0,23,1,1
2099.77,21363.08,0,15,0,0
8690.36,28186.7,0,5,1,1
4980.22,15463.82,1,19,0,0
2587.13,12829.25,0,11,0,0
5362.39,18950.87,1,2,1,1
6376.43,15665.72,1,16,0,0
3855.66,9830.7,0,11,0,0
6681.37,15349.03,1,6,0,1
7384.44,16816.4,0,11,1,0
4247.98,18563.08,0,3,0,1
5936.28,8407.18,1,6,1,1
4954.48,19956.3,0,12,0,0
9070.67,13530.1,0,11,0,0
2776.28,21906.49,1,22,0,1
7246.14,13952.37,0,0,0,1
8150.52,25967.74,0,8,0,0
3419.07,6581.68,1,2,0,1
8579.01,22451.3,0,20,1,0
6183.17,20929.5,0,17,0,0
9840.29,29075.15,1,23,1,1
2258.67,7951.65,0,18,0,0
8147.6,20341.88,1,22,0,1
4326.19,18001.98,0,18,0,0
6237.83,12146.86,1,3,1,1
3242.87,20220.24,1,22,1,1
462.59,5557.52,1,6,0,1
5131.42,17795.8,0,3,1,1
8738.25,15655.81,0,3,1,1
3893.76,4677.69,0,18,0,0
4891.55,23840.06,1,4,0,1
466.03,6364.12,1,1,1,1
8044.77,25529.29,1,8,0,0
6851.7,15475.71,0,16,0,0
985.74,3928.46,0,22,0,1
1817.96,5535.36,1,4,1,1
407.99,3913.71,0,19,0,0
5330.85,20214.19,0,3,1,1
3752.38,15077.45,1,22,1,1
1288.9,9854.66,0,19,0,0
675.85,7650.92,1,2,1,1
